track_id,name,spotify_preview_url,spotify_id,tags,genre,duration_ms,id,track_album_id,track_album_name,,year,artist_name,artist_id,album_id,album_name,,release_date,artist_name
TRIODZU128E078F3E2,Under the Bridge,https://p.scdn.co/mp3-preview/90e41778392f27b6f7dd82db4c90916b3727aa6a?cid=774b29d4f13844c495f206cafdad9c86,06zh28PcYIFvNOAz5Wq2Xb,"rock, alternative, alternative_rock, 90s, funk",Pop,265506,0Du4t8UK1lBD8TnOIa3c17,49bXZtlI5kQSqQMSCnSaWO,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix],,2003,Red Hot Chili Peppers,0Du4t8UK1lBD8TnOIa3c17,49bXZtlI5kQSqQMSCnSaWO,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix],,2003,Red Hot Chili Peppers
TRURKLR12903CEBD47,Seven Nation Army,https://p.scdn.co/mp3-preview/0cf1b44cf203258ea446560c62e891b887262024?cid=774b29d4f13844c495f206cafdad9c86,025zyxycElQVXwZSzrvJQr,"rock, alternative, indie, alternative_rock, indie_rock",,232680,0DuJ5k2ERoAizEdgUzJGTc,6e6RVFWdZaoTiLAZOCMnps,Hate Me (R3HAB Remix),,2008,The White Stripes,0DuJ5k2ERoAizEdgUzJGTc,6e6RVFWdZaoTiLAZOCMnps,Hate Me (R3HAB Remix),,2008,The White Stripes
TRYEZGE128F92D04C8,Feel Good Inc.,https://p.scdn.co/mp3-preview/7388c425022ced92b1caa7f73bcf0cb3080aee47?cid=774b29d4f13844c495f206cafdad9c86,09xrHi86kLkEIzDLZiHNnv,"rock, electronic, alternative, indie, pop, alternative_rock, dance, british, hip_hop, trip_hop",RnB,223106,0DujX6vG6qOz2wVBCQg5Vi,2R66I0nzp3NnuUlzIGWQ5P,Body On My,,2010,Gorillaz,0DujX6vG6qOz2wVBCQg5Vi,2R66I0nzp3NnuUlzIGWQ5P,Body On My,,2010,Gorillaz
TRUENYK128F4274057,Chop Suey!,https://p.scdn.co/mp3-preview/cd2a1f9fd7619bdae4e2e718b11d5bb054a3d677?cid=774b29d4f13844c495f206cafdad9c86,0EIIqshB4doby2sMQpeqGN,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Metal,210480,0DvBSYDq5ikdlKgp94Yamq,7Al4TIo0c5twNLfdOh1y1u,SOS (Laidback Luke Tribute Remix),,2008,System of a Down,0DvBSYDq5ikdlKgp94Yamq,7Al4TIo0c5twNLfdOh1y1u,SOS (Laidback Luke Tribute Remix),,2008,System of a Down
TRXNTMB12903CA884A,Fix You,https://p.scdn.co/mp3-preview/b1640815319b2df5ddfac27a28f016319a281468?cid=774b29d4f13844c495f206cafdad9c86,0Kk4dfh9Kq7Okg4T58IBVR,"rock, alternative, indie, pop, alternative_rock, british, love, beautiful, britpop, mellow",,295826,0DvvojCMIqsOT1Btiwvq1h,2vx3BtBMn8Ed3ygEg1OT2t,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],,2016,Coldplay,0DvvojCMIqsOT1Btiwvq1h,2vx3BtBMn8Ed3ygEg1OT2t,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],,2016,Coldplay
TRREXPI128E078EE14,Lithium,https://p.scdn.co/mp3-preview/e346fce09e0dc8858d279bb42d5bf41bd9e603bb?cid=774b29d4f13844c495f206cafdad9c86,07hCnHx9DhqZg5eN6RvCbd,"rock, alternative, alternative_rock, 90s, grunge",,257053,0DxcE03jyjg3wQVHUQKx8C,1imXAvLuowvPYIsFMYUPY0,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],,1991,Nirvana,0DxcE03jyjg3wQVHUQKx8C,1imXAvLuowvPYIsFMYUPY0,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],,1991,Nirvana
TRAJBOD128F9303DCD,Song 2,https://p.scdn.co/mp3-preview/183c0855e94b58dcb267e2b0721d4a3c99260acf?cid=774b29d4f13844c495f206cafdad9c86,0g0VHJLFYFN3yHZImyQhPA,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",,122080,0DxsGcq4ILa7Ss2CmZfipk,4lXBBbiEgwTzcfAkqdXJV1,All My Friends (Eden Prince Remix),,2012,Blur,0DxsGcq4ILa7Ss2CmZfipk,4lXBBbiEgwTzcfAkqdXJV1,All My Friends (Eden Prince Remix),,2012,Blur
TRFNTDZ128F426B34D,In the End,https://p.scdn.co/mp3-preview/6ce8bcf317e8c562f348ea22c846846b5b70e8d9?cid=774b29d4f13844c495f206cafdad9c86,138JuTi1U3WIROalXod9FB,"rock, alternative, metal, alternative_rock, nu_metal",,216933,0DzKNJPHYPMaLDxDVEuznX,19z3vpbBT09lZ54neDfuFL,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],,2000,Linkin Park,0DzKNJPHYPMaLDxDVEuznX,19z3vpbBT09lZ54neDfuFL,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],,2000,Linkin Park
TRCSXPV128F425E2F7,Chasing Cars,https://p.scdn.co/mp3-preview/f6718903c52c507068a15158552eab1f4d8da28f?cid=774b29d4f13844c495f206cafdad9c86,01Jvw9zNg5LM2RF8WNfnLy,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, love, beautiful, britpop, mellow",,265573,0DzfuBZVzDryD5ZqKla8EW,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],,2006,Snow Patrol,0DzfuBZVzDryD5ZqKla8EW,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],,2006,Snow Patrol
TRDKPRZ128F92F37EA,Otherside,https://p.scdn.co/mp3-preview/fe298962db3331e8523c714490c678be5313809a?cid=774b29d4f13844c495f206cafdad9c86,0lfH1VLbnBywPOmIMit60M,"rock, alternative, alternative_rock, 90s, funk",,255400,0DzvgthIK2nmlAPE0A2Uvo,097kyycr5ZuLS2cPwwUHwt,Let It Be Me (Remixes),,2014,Red Hot Chili Peppers,0DzvgthIK2nmlAPE0A2Uvo,097kyycr5ZuLS2cPwwUHwt,Let It Be Me (Remixes),,2014,Red Hot Chili Peppers
TRIQRZJ128F14898B4,When You Were Young,https://p.scdn.co/mp3-preview/8c8377ba2344ad94b74122033b070adcd361bdb2?cid=774b29d4f13844c495f206cafdad9c86,028sncWcELBmNBE6RYSRxh,"rock, alternative, indie, alternative_rock, indie_rock",,218053,0E01IqK2Q0vhDHOrQHRoHv,37bCTD5iLWMpDcBanNkkXB,Heaven (David Guetta & MORTEN Remix),,2012,The Killers,0E01IqK2Q0vhDHOrQHRoHv,37bCTD5iLWMpDcBanNkkXB,Heaven (David Guetta & MORTEN Remix),,2012,The Killers
TRRPNNQ12903CB411A,Supermassive Black Hole,https://p.scdn.co/mp3-preview/7ab3e38ce1671da3a185d8685981983a6f39b7bd?cid=774b29d4f13844c495f206cafdad9c86,0v6Mi3f552jMW6dhYoKAbC,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british",,209546,0E0SpAZoIxSSvBefCBLfUB,5r998zJ0MNYb2TTxyQmjxT,All Around The World (La La La) [Marnik Remix],,2010,Muse,0E0SpAZoIxSSvBefCBLfUB,5r998zJ0MNYb2TTxyQmjxT,All Around The World (La La La) [Marnik Remix],,2010,Muse
TRRSVFJ128F426FB31,Bohemian Rhapsody,https://p.scdn.co/mp3-preview/d1ff0ba5c5538ca2c50b808aab2278253c98b038?cid=774b29d4f13844c495f206cafdad9c86,0LiLzOhHCyGnCX1znFrtul,"rock, classic_rock, hard_rock, 80s, british, 70s",,356086,0E0afUR6aObnzDTMvjMEuC,1WhPuMFm5VaTJqe9rl3C5Q,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],,2016,Queen,0E0afUR6aObnzDTMvjMEuC,1WhPuMFm5VaTJqe9rl3C5Q,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],,2016,Queen
TRWEHTV12903D086FC,Use Somebody,https://p.scdn.co/mp3-preview/c1f5819057f7528777163bf7d75bf8609553c5be?cid=774b29d4f13844c495f206cafdad9c86,03BednbxXIA23kUtR5HMQ9,"rock, alternative, indie, alternative_rock, indie_rock",Electronic,230960,0E0eEzoo3nfBf5efmw6S1Q,6Ol6C42O7AWnTkj8pHMHWv,Slow Dance (feat. Ava Max) [Sam Feldt Remix],,2003,Kings of Leon,0E0eEzoo3nfBf5efmw6S1Q,6Ol6C42O7AWnTkj8pHMHWv,Slow Dance (feat. Ava Max) [Sam Feldt Remix],,2003,Kings of Leon
TRLSLNY128F93265C9,Starlight,https://p.scdn.co/mp3-preview/f7a1b8a270f310e43ced2720c9af5f29f6476b79?cid=774b29d4f13844c495f206cafdad9c86,0hlK03xCSPtLSFJdlZM2kZ,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, beautiful, britpop",,243293,0E0n2GRFDjxWw3NiIAG8O3,5vf16sRhXB2f3sS5kteU2T,Do You Mean - The Remixes (feat. Ty Dolla $ign & bülow),,2006,Muse,0E0n2GRFDjxWw3NiIAG8O3,5vf16sRhXB2f3sS5kteU2T,Do You Mean - The Remixes (feat. Ty Dolla $ign & bülow),,2006,Muse
TRIQWYH128F1486062,Paranoid Android,https://p.scdn.co/mp3-preview/d68bd7fa4f0bd86ec2ebbd7ac73c2716a00a3486?cid=774b29d4f13844c495f206cafdad9c86,0bomiLGPTUNyk3mV19pbwN,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, progressive_rock, british, 90s, britpop",Jazz,384933,0E1g9toY6vQ4ANdEWV3H2o,1LTVUVJQ9wNArrbm02ZOVL,Hold Me While You Wait (Steve Void Remix),,2012,Radiohead,0E1g9toY6vQ4ANdEWV3H2o,1LTVUVJQ9wNArrbm02ZOVL,Hold Me While You Wait (Steve Void Remix),,2012,Radiohead
TRXZBFS128F92F24D2,Everlong,https://p.scdn.co/mp3-preview/26f7feca8e14f27659465e336117c03fb8ee29d4?cid=774b29d4f13844c495f206cafdad9c86,07q6QTQXyPRCf7GbLakRPr,"rock, alternative, alternative_rock, hard_rock, 90s, grunge",,249986,0E2KoM6UMbdCUigMup7Mm5,13pvchQvJxxpvvtsasA4NG,One Thing Right (Remixes),,2009,Foo Fighters,0E2KoM6UMbdCUigMup7Mm5,13pvchQvJxxpvvtsasA4NG,One Thing Right (Remixes),,2009,Foo Fighters
TRAGABG12903CEC68B,No Surprises,https://p.scdn.co/mp3-preview/de1369604de29117d80cfe277054c5d0d11ef732?cid=774b29d4f13844c495f206cafdad9c86,0ijMYjXk5iRZp2VsiC8MC8,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow",,229120,0E2f4liezEM9Q9OpIovTXJ,5bMicFMWsZlRZNTDq9h3oA,Close To Me (Remixes),,2008,Radiohead,0E2f4liezEM9Q9OpIovTXJ,5bMicFMWsZlRZNTDq9h3oA,Close To Me (Remixes),,2008,Radiohead
TRBBHPO128F930F55D,Iris,https://p.scdn.co/mp3-preview/0e87ade9fa869e31b3c32115c2c10ee8fa522c81?cid=774b29d4f13844c495f206cafdad9c86,0Ik6qKLeS741z2Xl2oy0YS,"rock, alternative, pop, alternative_rock, soundtrack, 90s, love, beautiful",,289533,0E3abAxpm40VzlkhFxBhUc,4pl2838fY2YPaqiT2yWuMo,So Am I (Toby Green Remix),,2013,Goo Goo Dolls,0E3abAxpm40VzlkhFxBhUc,4pl2838fY2YPaqiT2yWuMo,So Am I (Toby Green Remix),,2013,Goo Goo Dolls
TRXCXKA128F92E6258,Numb,https://p.scdn.co/mp3-preview/e6ccf7717f8a167bfea4afc1bf7da1a0cd707fbb?cid=774b29d4f13844c495f206cafdad9c86,0kO3njY9N1Rxgv27Ha1lLh,"rock, alternative, metal, alternative_rock, nu_metal",,185586,0E3hfspo8Y6JaVY7hx9Dbw,6MhbDWEsAP9Xsgoj0TuEOc,When You Leave (Breathe Carolina Remix),,2003,Linkin Park,0E3hfspo8Y6JaVY7hx9Dbw,6MhbDWEsAP9Xsgoj0TuEOc,When You Leave (Breathe Carolina Remix),,2003,Linkin Park
TRLQLBZ128F42A70F4,Zombie,https://p.scdn.co/mp3-preview/9a8fd2539aea02586dabd6cea3ab9059b532459b?cid=774b29d4f13844c495f206cafdad9c86,01vQXuDFQPIizZb7XE3BqN,"rock, alternative, female_vocalists, alternative_rock, 90s",,307400,0E65ao0wq06lp4F8sQEsy5,2Ryw2kkGP0VecGM9b4kjgo,Mother (Fedde Le Grand Remix),,2007,The Cranberries,0E65ao0wq06lp4F8sQEsy5,2Ryw2kkGP0VecGM9b4kjgo,Mother (Fedde Le Grand Remix),,2007,The Cranberries
TRJLKMS128F1494A77,Dani California,https://p.scdn.co/mp3-preview/87d4f1047475a73d44731914bca0b883cc1d5876?cid=774b29d4f13844c495f206cafdad9c86,0BWx4WKgUXKHj8npThsbcH,"rock, alternative, alternative_rock, funk",,282160,0E6Aro4b963h7TPeChGIxO,249wM0bMES3O4nFuwARq9i,Signs (Eden Prince Remix),,2006,Red Hot Chili Peppers,0E6Aro4b963h7TPeChGIxO,249wM0bMES3O4nFuwARq9i,Signs (Eden Prince Remix),,2006,Red Hot Chili Peppers
TRUOEWJ128F9345A85,Stairway to Heaven,https://p.scdn.co/mp3-preview/6879ce58805099f68ee59fe687dd5d7aa6e1585c?cid=774b29d4f13844c495f206cafdad9c86,03hLW9osM6UuNqlpwL8XPo,"rock, classic_rock, hard_rock, progressive_rock, 70s",Punk,488019,0E6Fm3v7ftnQ9kIqfG5VRz,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),,2013,Led Zeppelin,0E6Fm3v7ftnQ9kIqfG5VRz,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),,2013,Led Zeppelin
TRJVKZX128F4236A44,Welcome to the Jungle,https://p.scdn.co/mp3-preview/80a4f151e65749cb4170609c0a5ee505f7c1601a?cid=774b29d4f13844c495f206cafdad9c86,0Aau2Ju1RoLAhL90zRcDx4,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal",,377386,0E6Hp8xNT93q3ydBupYT5z,6gKLNSKPll9DAG5xiygMxD,Torn (KREAM Remix),,2014,Guns N' Roses,0E6Hp8xNT93q3ydBupYT5z,6gKLNSKPll9DAG5xiygMxD,Torn (KREAM Remix),,2014,Guns N' Roses
TRUTNPC128F9300385,Clint Eastwood,https://p.scdn.co/mp3-preview/20e27bbc6c7dd769fc5245d2ef6da78e2ad99549?cid=774b29d4f13844c495f206cafdad9c86,04ucB3K9gVnynVBkDMdd0T,"rock, electronic, alternative, indie, pop, alternative_rock, british, rap, hip_hop, trip_hop, 00s",,337720,0E6xQFR342J2GVLjQr774K,4H87kr1cjR2CSUkTFopYEK,Quite Miss Home (Steve Void Remix),,2012,Gorillaz,0E6xQFR342J2GVLjQr774K,4H87kr1cjR2CSUkTFopYEK,Quite Miss Home (Steve Void Remix),,2012,Gorillaz
TRCPUIV128E079280D,Paint It Black,https://p.scdn.co/mp3-preview/b3ee20e3dbbee530ec004f84031da026beebb300?cid=774b29d4f13844c495f206cafdad9c86,0hBZCHzVNvboVLWS7aNKRO,"rock, classic_rock, british, 60s",,202106,0E7fAP8hg5YsmoqHEuPVN9,3E3l9Ae226bVoSwoPNuwWv,Love Me Less (Remixes),,1971,The Rolling Stones,0E7fAP8hg5YsmoqHEuPVN9,3E3l9Ae226bVoSwoPNuwWv,Love Me Less (Remixes),,1971,The Rolling Stones
TROIDPM12903CBDB4D,Reptilia,https://p.scdn.co/mp3-preview/8894d33d94ef1135ce87e0ac8058a6425e91e4c9?cid=774b29d4f13844c495f206cafdad9c86,2hmibAtdObO8F4tnhLENuQ,"rock, alternative, indie, alternative_rock, indie_rock, post_punk, 00s",,219826,0E80AIHqkMgmEbcCZiPwwY,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),,2003,The Strokes,0E80AIHqkMgmEbcCZiPwwY,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),,2003,The Strokes
TRIPMMN12903CF4B8A,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=774b29d4f13844c495f206cafdad9c86,0FTZhIxKaX6HqJA0MvGR16,"rock, alternative, alternative_rock, hard_rock, grunge",,269320,0E8WJ6ltRtLTRhEQv3iNsT,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,,2007,Foo Fighters,0E8WJ6ltRtLTRhEQv3iNsT,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,,2007,Foo Fighters
TRIWYMW128F145E0F9,All These Things That I've Done,https://p.scdn.co/mp3-preview/3678a4052d850a79de958169e147183492b5c479?cid=774b29d4f13844c495f206cafdad9c86,07ygRsnqBqNFfdpmH3BeOV,"rock, alternative, indie, alternative_rock, indie_rock, 00s",,303213,0E8xqvEmMJQNbUMSZGYWh6,1r4KIEhxQJ7o3b5Fbv2sRe,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],,2013,The Killers,0E8xqvEmMJQNbUMSZGYWh6,1r4KIEhxQJ7o3b5Fbv2sRe,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],,2013,The Killers
TRAOMFT128F42A7684,Losing My Religion,https://p.scdn.co/mp3-preview/7e795b53f58d926a094c2f009f1d0db584dc8a3d?cid=774b29d4f13844c495f206cafdad9c86,04pRvt8HcPmmP6EeZoYMxa,"rock, alternative, indie, pop, alternative_rock, classic_rock, 90s",Pop,288160,0E9BbNtN2oExFDtFiVyyqf,0TLVzJLOGaY5j7UdKskpMx,Paradise (Bazzi vs. Black Caviar Remix),,2014,R.E.M.,0E9BbNtN2oExFDtFiVyyqf,0TLVzJLOGaY5j7UdKskpMx,Paradise (Bazzi vs. Black Caviar Remix),,2014,R.E.M.
TRFOPON12903CDF30E,Paranoid,https://p.scdn.co/mp3-preview/c3c74a5d2214f66307037df432d0ba2480e708fe?cid=774b29d4f13844c495f206cafdad9c86,01dw6mDc9xJMoEPasHaV7Y,"rock, metal, classic_rock, hard_rock, heavy_metal, 70s",,166546,0E9GBw9Q4QKswEISEnqamz,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),,2010,Black Sabbath,0E9GBw9Q4QKswEISEnqamz,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),,2010,Black Sabbath
TRXENSY128F4286505,Time Is Running Out,https://p.scdn.co/mp3-preview/b326e03624cb098d8387e17aa46669edac0d025a?cid=774b29d4f13844c495f206cafdad9c86,0bAng0CKxaDaXiLDNca9cc,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british",,236226,0EAIiKCDPXGtXEflUu8LIh,4wquJImu8RtyEuDtIAsfcE,Higher Love,,2003,Muse,0EAIiKCDPXGtXEflUu8LIh,4wquJImu8RtyEuDtIAsfcE,Higher Love,,2003,Muse
TRSXCET128F92EB269,I Kissed a Girl,https://p.scdn.co/mp3-preview/29414f20ba1659e9f54612e358d881861aa90c2d?cid=774b29d4f13844c495f206cafdad9c86,005lwxGU1tms6HGELIcUv9,"rock, pop, female_vocalists, dance, pop_rock",,179640,0EBhDCuHoIkatzCoqL3hTD,6k63cIUizpLu0h5hhIg8LG,Unlove You,,2008,Katy Perry,0EBhDCuHoIkatzCoqL3hTD,6k63cIUizpLu0h5hhIg8LG,Unlove You,,2008,Katy Perry
TRNNGMK128F423F034,Where Is My Mind?,https://p.scdn.co/mp3-preview/d4a375a9c19d4ea8083658b58402926d6990499b?cid=774b29d4f13844c495f206cafdad9c86,0DJU6KGwdkxEPCy3BZ3UZY,"rock, alternative, indie, alternative_rock, indie_rock, 80s, soundtrack",Rock,230093,0EDdx2mtOtph1rDexX7kO8,6lMlX68jJrx67hiCqdiDvW,bad guy (with Justin Bieber),,2005,Pixies,0EDdx2mtOtph1rDexX7kO8,6lMlX68jJrx67hiCqdiDvW,bad guy (with Justin Bieber),,2005,Pixies
TRAALAH128E078234A,Bitter Sweet Symphony,https://p.scdn.co/mp3-preview/3debe861147de110f5e72e6badd5aaa63247f2d4?cid=774b29d4f13844c495f206cafdad9c86,0jLnevC3Vn34qVWrAa4X6x,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, soundtrack, 90s, beautiful, britpop",,358333,6S3nAGEmdt4nhPrtBJ56Ga,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),,1999,The Verve,6S3nAGEmdt4nhPrtBJ56Ga,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),,1999,The Verve
TRQFICK128F92F5190,Toxicity,https://p.scdn.co/mp3-preview/89e93c71655e81579d011e4521f7b6e9db173834?cid=774b29d4f13844c495f206cafdad9c86,0snQkGI5qnAmohLE7jTsTn,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",,218933,0VLMVnVbJyJ4oyZs2L3Yl2,6fUjIqkNJY56xS62ild7D1,Heaven Can Wait (The Aston Shuffle Remix),,2001,System of a Down,0VLMVnVbJyJ4oyZs2L3Yl2,6fUjIqkNJY56xS62ild7D1,Heaven Can Wait (The Aston Shuffle Remix),,2001,System of a Down
TRVRWFY128F4286EF9,Basket Case,https://p.scdn.co/mp3-preview/a66864fcfd8923c6084fc2000e3086e4e1e0a657?cid=774b29d4f13844c495f206cafdad9c86,2WtF8X3W7iHPF2KaJGUCuO,"rock, alternative, alternative_rock, punk, punk_rock, 90s",Rock,181533,0dt23bs4w8zx154C5xdVyl,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),,2017,Green Day,0dt23bs4w8zx154C5xdVyl,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),,2017,Green Day
